id,courseid,testid,stuid,Tflist,knowledgeList,score,totalScore
490,15600,50041,5092,"1,0,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
491,15600,50041,5107,"1,1,0,1,1,1,1,1,1,0","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
492,15600,50041,5075,"1,1,1,1,1,1,1,1,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",20,20
493,15600,50041,5103,"1,1,1,0,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
494,15600,50042,5113,"1,1,1,1,1,1,0,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
495,15600,50040,5083,"1,1,1,1,0,0,0,0,1,1","1_1_3,1_1_1,1_1_2",12,20
496,15600,50041,5108,"1,1,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
497,15600,50041,5077,"1,1,1,1,1,1,1,1,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",20,20
498,15600,50042,5060,"1,1,1,0,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
499,15600,50044,5089,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
500,15600,50042,5070,"0,1,1,1,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",20,20
501,15600,50040,5085,"1,1,1,1,0,0,1,0,1,1","1_1_3,1_1_1,1_1_2",14,20
502,15600,50042,5064,"0,1,1,1,1,0,1,1,1,0","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
503,15600,50040,5061,"1,1,0,1,1,1,0,1,1,1","1_1_3,1_1_1,1_1_2",16,20
504,15600,50044,5098,"1,1,0,1,0,1,1,0,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",14,20
505,15600,50040,5099,"1,1,1,0,0,1,1,1,1,1","1_1_3,1_1_1,1_1_2",16,20
506,15600,50043,5093,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
507,15600,50040,5055,"1,1,0,0,0,1,0,0,0,1","1_1_3,1_1_1,1_1_2",8,20
508,15600,50041,5079,"1,0,1,1,1,1,0,0,0,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",12,20
509,15600,50041,5068,"1,1,0,1,1,1,1,1,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
510,15600,50042,5067,"1,1,1,1,1,1,1,1,1,0","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
511,15600,50041,5109,"1,0,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
512,15600,50042,5100,"0,1,1,0,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
513,15600,50041,5110,"1,1,0,1,1,1,0,0,1,0","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",12,20
514,15600,50041,5076,"1,1,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
515,15600,50041,5102,"1,1,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
516,15600,50042,5075,"1,1,1,1,1,1,0,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
517,15600,50041,5095,"1,1,0,1,1,1,1,1,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
518,15600,50041,5056,"1,1,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
519,15600,50041,5110,"1,1,0,1,1,1,0,0,1,0","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",12,20
520,15600,50041,5065,"1,0,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
521,15600,50040,5117,"1,1,1,1,0,1,1,1,1,1","1_1_3,1_1_1,1_1_2",18,20
522,15600,50043,5119,"1,1,0,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
523,15600,50040,5087,"1,1,1,1,0,1,0,1,1,1","1_1_3,1_1_1,1_1_2",16,20
524,15600,50041,5080,"1,0,1,0,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",14,20
525,15600,50041,5066,"1,0,0,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",14,20
526,15600,50040,5094,"1,1,1,0,0,0,1,0,1,1","1_1_3,1_1_1,1_1_2",12,20
527,15600,50041,5088,"1,1,1,1,1,1,1,1,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",20,20
528,15600,50040,5097,"1,1,1,1,1,0,1,1,1,1","1_1_3,1_1_1,1_1_2",18,20
529,15600,50041,5101,"1,0,1,1,1,1,1,1,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
531,15600,50040,5082,"1,1,1,0,0,0,1,1,1,1","1_1_3,1_1_1,1_1_2",14,20
532,15600,50043,5073,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
533,15600,50041,5111,"1,0,1,1,1,0,0,0,1,0","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",10,20
534,15600,50042,5074,"0,1,1,1,1,1,1,0,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
535,15600,50041,5058,"1,1,1,1,1,0,0,1,1,0","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",14,20
536,15600,50041,5086,"1,1,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
537,15600,50042,5072,"1,0,1,1,1,1,1,1,1,0","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
538,15600,50043,5064,"1,1,1,0,0,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
539,15600,50042,5108,"1,1,1,0,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
540,15600,50041,5078,"1,0,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
541,15600,50041,5084,"1,1,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
542,15600,50043,5116,"1,1,1,0,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
543,15600,50041,5071,"1,1,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
544,15600,50040,5081,"1,1,1,1,0,0,1,0,1,1","1_1_3,1_1_1,1_1_2",14,20
545,15600,50042,5063,"1,1,1,1,1,1,1,1,1,0","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
546,15600,50042,5062,"0,1,1,1,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
547,15600,50044,5106,"1,1,1,1,0,1,1,0,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",16,20
548,15600,50040,5090,"1,1,1,1,0,0,1,1,1,1","1_1_3,1_1_1,1_1_2",16,20
549,15600,50040,5097,"1,1,1,1,1,0,1,1,1,1","1_1_3,1_1_1,1_1_2",18,20
550,15600,50042,5107,"1,1,1,1,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",20,20
551,15600,50042,5077,"1,1,1,1,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
552,15600,50042,5104,"0,0,1,0,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
553,15600,50043,5085,"1,1,1,0,1,0,0,0,0,0","2_5_3,2_4_6,2_4_1,2_5_2",8,20
554,15600,50040,5114,"1,1,1,1,0,1,1,0,1,1","1_1_3,1_1_1,1_1_2",16,20
555,15600,50041,5096,"1,0,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
556,15600,50044,5093,"1,1,1,1,0,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
557,15600,50041,5115,"1,0,0,0,1,0,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",10,20
558,15600,50042,5103,"1,1,1,1,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
559,15600,50041,5069,"1,1,1,1,1,1,1,0,1,0","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
560,15600,50042,5110,"0,1,1,1,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",20,20
561,15600,50042,5092,"0,1,1,1,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
562,15600,50043,5089,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
563,15600,50041,5057,"1,0,1,1,1,1,1,0,0,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",14,20
564,15600,50043,5113,"0,1,1,1,0,0,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",14,20
565,15600,50042,5095,"1,1,1,1,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
566,15600,50041,5069,"1,1,1,1,1,1,1,0,1,0","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
567,15600,50043,5085,"1,1,1,0,1,0,0,0,0,0","2_5_3,2_4_6,2_4_1,2_5_2",8,20
568,15600,50042,5079,"0,1,1,0,1,1,1,0,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",14,20
569,15600,50043,5075,"1,1,1,1,0,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
570,15600,50042,5066,"1,1,1,1,1,0,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
571,15600,50041,5069,"1,1,1,1,1,1,1,0,1,0","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
572,15600,50042,5102,"0,1,1,0,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
573,15600,50045,5106,"1,1,1,1,0,0,1,1,0,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
574,15600,50043,5063,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
575,15600,50043,5072,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
576,15600,50042,5101,"1,1,1,1,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",20,20
577,15600,50042,5065,"1,1,1,0,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
578,15600,50043,5060,"1,0,1,0,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
579,15600,50043,5100,"1,0,1,0,0,1,1,0,1,1","2_5_3,2_4_6,2_4_1,2_5_2",12,20
580,15600,50042,5080,"1,1,1,0,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
581,15600,50041,5091,"1,1,1,1,1,1,0,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
582,15600,50043,5070,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
583,15600,50042,5068,"0,1,1,0,1,0,1,0,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",12,20
584,15600,50044,5059,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
585,15600,50042,5056,"1,1,1,0,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
586,15600,50043,5109,"1,0,1,1,1,0,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
587,15600,50044,5085,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
588,15600,50041,5083,"1,0,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
590,15600,50045,5098,"1,0,0,0,0,1,1,1,0,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",8,20
591,15600,50042,5076,"1,1,1,1,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",20,20
592,15600,50041,5105,"1,0,1,1,1,1,1,1,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
593,15600,50044,5064,"1,1,1,1,0,1,0,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",16,20
594,15600,50042,5061,"1,0,1,1,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
595,15600,50041,5117,"1,1,1,1,1,1,1,1,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",20,20
596,15600,50043,5067,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
597,15600,50042,5115,"0,1,1,0,1,1,1,0,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
598,15600,50043,5110,"1,0,0,0,1,0,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",12,20
599,15600,50042,5057,"1,1,0,1,1,1,1,0,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",14,20
600,15600,50043,5104,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
601,15600,50041,5094,"1,1,0,1,1,1,1,1,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
602,15600,50043,5103,"1,1,1,0,1,1,0,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
603,15600,50043,5108,"1,0,0,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
604,15600,50042,5071,"0,1,0,0,1,0,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",14,20
605,15600,50043,5062,"1,0,1,0,0,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",14,20
606,15600,50044,5116,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
607,15600,50042,5111,"1,1,1,0,1,1,1,0,1,0","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",14,20
608,15600,50042,5088,"1,1,1,1,1,1,0,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
609,15600,50044,5072,"1,1,0,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
610,15600,50044,5063,"1,1,0,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
611,15600,50041,5087,"1,0,1,1,1,1,1,1,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
612,15600,50044,5113,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
613,15600,50046,5106,"1,0,1,1,1,1,0,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
614,15600,50043,5095,"1,1,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",20,20
615,15600,50042,5058,"1,1,1,1,1,1,1,0,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
616,15600,50041,5055,"1,1,1,1,1,0,0,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",14,20
617,15600,50043,5092,"1,0,1,1,1,0,1,1,1,0","2_5_3,2_4_6,2_4_1,2_5_2",14,20
618,15600,50042,5084,"1,1,1,1,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",20,20
619,15600,50042,5069,"0,1,1,0,1,1,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
620,15600,50045,5093,"1,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",20,20
621,15600,50044,5075,"1,1,1,1,0,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
622,15600,50043,5092,"1,0,1,1,1,0,1,1,1,0","2_5_3,2_4_6,2_4_1,2_5_2",14,20
623,-1,-1,5059,"0,0,0,0,0,0,0,0,0,0","1_1_2,4_3_1,4_3_2,4_2_1",0,20
624,15600,50042,5078,"0,1,1,0,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
625,15600,50044,5073,"1,1,0,0,0,1,0,0,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",10,20
626,15600,50043,5079,"0,0,1,0,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",14,20
627,15600,50041,5090,"1,0,1,1,1,1,1,1,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
628,15600,50043,5102,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
629,15600,50042,5105,"0,1,1,1,1,0,1,1,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
630,15600,50044,5100,"1,1,1,1,1,1,0,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
631,15600,50041,5112,"1,1,1,1,1,1,1,0,0,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",16,20
632,15600,50042,5096,"0,1,1,0,1,0,1,1,1,0","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",14,20
633,15600,50045,5064,"1,0,1,1,0,0,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
634,15600,50041,5081,"1,1,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
635,15600,50041,5082,"1,0,0,1,1,1,1,0,0,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",12,20
636,15600,50042,5096,"0,1,1,0,1,0,1,1,1,0","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",14,20
637,15600,50043,5077,"1,1,0,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
638,15600,50042,5096,"0,1,1,0,1,0,1,1,1,0","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",14,20
639,15600,50043,5074,"0,0,1,0,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",14,20
640,15600,50043,5101,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
641,15600,50046,5093,"1,1,1,1,1,1,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
642,15600,50044,5104,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
643,15600,50042,5086,"0,1,1,1,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",20,20
644,15600,50043,5107,"0,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
645,15600,50042,5091,"1,1,0,1,1,1,1,0,0,0","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",12,20
646,15600,50045,5113,"1,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",20,20
647,15600,50042,5085,"1,1,1,1,1,1,0,1,0,0","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",14,20
648,15600,50041,5097,"1,1,1,1,1,1,1,0,1,1","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",18,20
649,15600,50044,5110,"1,1,0,1,1,1,1,1,0,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",16,20
650,15600,50047,5106,"0,1,1,1,1,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
651,15600,50042,5109,"0,1,1,0,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
652,15600,50044,5070,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
653,15600,50045,5116,"1,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",20,20
654,15600,50044,5060,"1,1,0,0,0,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",14,20
655,15600,50044,5108,"1,1,0,1,0,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",16,20
656,15600,50046,5059,"0,0,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
657,15600,50046,5089,"1,1,1,0,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
658,15600,50043,5066,"1,0,0,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",16,20
659,15600,50043,5056,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
660,15600,50042,5083,"0,1,1,0,1,0,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",16,20
661,15600,50042,5094,"1,1,1,0,1,0,1,0,0,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",12,20
662,15600,50041,5114,"0,1,1,1,1,1,0,0,0,0","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",10,20
